feed_title,feed_link,feed_description,feed_language,feed_managing_editor,feed_web_master,feed_pub_date,feed_last_build_date,feed_generator,feed_docs,feed_managingEditor,feed_webMaster,feed_ttl,item_title,item_link,item_description,item_pub_date,item_guid,item_category
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Rathaus Alzey,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E17869753.html#track=feed-callforbids,Erf&uuml;llungsort: 55232 AlzeyVergabestelle: Stadtverwaltung AlzeyAngebotsfrist:  22.05.2024 10:00 Veröffentlichungsende:  31.08.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E17869753.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Erweiterung der Kita in der OG Marienrachdorf- Planungsleistungen,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E93361154.html#track=feed-callforbids,Erf&uuml;llungsort: 56242 MarienrachdorfVergabestelle: Verbandsgemeindeverwaltung SeltersAngebotsfrist:  24.05.2024 10:00 Veröffentlichungsende:  30.04.2025 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E93361154.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Polch, Sanierung eines städtischen Gebäudes zur Unterbringung städt. Gerätschaften",https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E41342294.html#track=feed-callforbids,Erf&uuml;llungsort: 56751 PolchVergabestelle: Verbandsgemeindeverwaltung Maifeld -Zentrale Vergabestelle-Angebotsfrist:  28.05.2024 10:00 Veröffentlichungsende:  27.08.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E41342294.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,ST 24036 Ausstattung von Schulen mit Virtual-Reality Brillen,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E12749437.html#track=feed-callforbids,Erf&uuml;llungsort: 41515 GrevenbroichVergabestelle: Rhein-Kreis Neuss - Der Landrat - Zentrales VergabemanagementAngebotsfrist:  22.05.2024 10:00 Veröffentlichungsende:  24.06.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E12749437.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Sanierung Ardeckhalle Holzheim- Außenputzarbeiten,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E63775214.html#track=feed-callforbids,Erf&uuml;llungsort: 65558 HolzheimVergabestelle: Verbandsgemeindeverwaltung Diez f&#252;r die Ortsgemeinde HolzheimAngebotsfrist:  15.05.2024 09:00 Veröffentlichungsende:  30.10.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E63775214.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Nahwärmenetz Campus Telegrafenberg,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E46431194.html#track=feed-callforbids,Erf&uuml;llungsort: 14473 PotsdamVergabestelle: Nutzergemeinschaft des Wissenschaftspark &quot;Albert Einstein&quot;Angebotsfrist:  04.06.2024 10:00 Veröffentlichungsende:  04.07.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E46431194.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Sanierung Bürgerhaus, Maler- und Putzarbeiten",https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E76967688.html#track=feed-callforbids,Erf&uuml;llungsort: 58706 MendenVergabestelle: Stadtverwaltung MendenAngebotsfrist:  22.05.2024 10:30 Veröffentlichungsende:  31.08.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E76967688.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Gymnasium An der Hönne, Sanierung Schulhof, Außenanlagen, Garten- und Landschaftsbau",https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E55128744.html#track=feed-callforbids,Erf&uuml;llungsort: 58706 MendenVergabestelle: Stadtverwaltung MendenAngebotsfrist:  04.06.2024 10:30 Veröffentlichungsende:  31.08.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E55128744.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Außengestaltung an der Regionalen Schule Zehna -Erweiterung Außensportanlage -,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E27447844.html#track=feed-callforbids,Erf&uuml;llungsort: 18276 ZehnaVergabestelle: Amt G&#252;strow-LandAngebotsfrist:  23.05.2024 08:45 Veröffentlichungsende:  30.10.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E27447844.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Kita Container Anlage Hahnheim,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E82988765.html#track=feed-callforbids,Erf&uuml;llungsort: 55278 HahnheimVergabestelle: Verbandsgemeinde Rhein-SelzAngebotsfrist:  03.06.2024 10:00 Veröffentlichungsende:  04.07.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E82988765.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Neubau eines Feuerwehrgerätehauses in Rakow - Planungsleistungen,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E99922336.html#track=feed-callforbids,Erf&uuml;llungsort: 18516 S&#252;derholzVergabestelle: Gemeinde S&#252;derholzAngebotsfrist:  03.06.2024 10:30 Veröffentlichungsende:  02.07.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E99922336.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-01T17:20:54Z,2024-05-01T17:20:54Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Sanierung der Fenster Trauerhalle Dolgesheim,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E17712155.html#track=feed-callforbids,Erf&uuml;llungsort: 55278 DolgesheimVergabestelle: Verbandsgemeinde Rhein-SelzAngebotsfrist:  03.06.2024 11:00 Veröffentlichungsende:  04.07.2024 00:00,2024-05-01T00:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/subreport/2024/05/E17712155.html,
